Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
425,3,24.0,59,0.6,2000,Summer,No Holiday,Yes,19,8,2018
99,21,7.3,96,1.5,749,Spring,No Holiday,Yes,4,5,2018
1529,7,18.8,66,1.1,814,Summer,No Holiday,Yes,22,6,2018
268,16,1.1,26,2.1,1957,Winter,No Holiday,Yes,2,1,2018
2242,16,24.0,36,1.6,1811,Spring,No Holiday,Yes,27,5,2018
108,6,1.1,66,0.9,1550,Winter,No Holiday,Yes,14,2,2018
659,10,5.1,33,1.4,1842,Autumn,No Holiday,Yes,20,11,2018
381,17,5.2,58,0.8,462,Winter,No Holiday,Yes,16,1,2018
1399,13,27.5,43,2.0,2000,Summer,No Holiday,Yes,7,7,2018
205,3,5.3,62,0.0,1485,Autumn,No Holiday,Yes,13,11,2018
1273,12,25.2,36,2.4,1995,Autumn,No Holiday,Yes,9,8,2018
2145,20,23.4,64,1.8,1144,Summer,Holiday,Yes,6,6,2018
174,4,18.3,72,1.7,2000,Summer,No Holiday,Yes,6,10,2018
285,3,20.0,58,1.8,1279,Spring,No Holiday,Yes,29,5,2018
1220,7,12.3,84,3.2,1220,Autumn,No Holiday,Yes,10,10,2018
1654,21,27.8,82,0.3,1397,Summer,No Holiday,Yes,8,9,2018
2439,18,24.0,34,1.7,2000,Spring,No Holiday,Yes,19,5,2018
146,8,-4.6,86,1.2,508,Winter,No Holiday,Yes,18,12,2017
1223,21,17.0,83,3.2,744,Spring,No Holiday,Yes,4,3,2018
1002,0,26.2,79,0.7,850,Summer,No Holiday,Yes,18,7,2018
662,7,3.0,53,0.5,1094,Spring,No Holiday,Yes,3,12,2018
223,5,11.9,84,1.5,358,Spring,No Holiday,Yes,5,11,2018
4,12,4.1,91,0.8,404,Winter,Holiday,Yes,24,12,2017
222,6,4.4,61,1.7,2000,Spring,No Holiday,Yes,16,3,2018
2122,20,25.8,68,1.4,2000,Summer,No Holiday,Yes,7,5,2018
1071,23,17.9,53,1.9,1774,Spring,No Holiday,Yes,27,5,2018
797,11,11.8,57,2.6,1041,Spring,No Holiday,Yes,15,4,2018
196,0,-0.3,60,1.9,340,Winter,No Holiday,Yes,21,1,2018
222,22,1.3,92,0.6,233,Winter,No Holiday,Yes,12,6,2017
2267,19,23.4,55,1.0,2000,Summer,No Holiday,Yes,6,10,2018
103,2,-5.5,53,2.1,1980,Winter,No Holiday,Yes,2,1,2018
488,1,16.1,53,1.4,2000,Autumn,No Holiday,Yes,27,9,2018
2223,20,23.8,55,2.3,2000,Summer,No Holiday,Yes,7,6,2018
862,7,25.0,85,3.0,2000,Summer,No Holiday,Yes,29,8,2018
232,4,14.8,73,0.5,994,Spring,No Holiday,Yes,26,5,2018
525,2,18.6,84,2.5,619,Summer,No Holiday,Yes,6,8,2018
196,13,4.0,64,2.0,1834,Spring,No Holiday,Yes,21,3,2018
352,12,4.8,47,2.6,1373,Winter,No Holiday,Yes,22,2,2018
702,18,2.9,45,1.6,1629,Winter,No Holiday,Yes,19,1,2018
2094,18,29.8,35,3.3,1805,Summer,No Holiday,Yes,24,6,2018
578,1,15.9,39,0.2,2000,Spring,No Holiday,Yes,22,4,2018
2468,19,25.4,55,3.2,2000,Autumn,No Holiday,Yes,9,5,2018
1112,16,30.4,53,2.0,1990,Summer,No Holiday,Yes,21,8,2018
33,4,-8.6,31,3.5,2000,Winter,No Holiday,Yes,2,12,2018
366,17,2.9,60,1.3,1193,Winter,No Holiday,Yes,21,12,2017
625,6,19.5,64,0.4,1268,Spring,No Holiday,Yes,29,5,2018
114,4,10.0,64,1.5,2000,Spring,No Holiday,Yes,5,9,2018
69,6,-6.5,67,0.7,1175,Winter,No Holiday,Yes,1,6,2018
1165,21,14.2,44,2.4,1290,Spring,No Holiday,Yes,19,4,2018
149,0,0.9,42,1.1,1271,Winter,No Holiday,Yes,1,8,2018
43,1,0.5,95,2.1,79,Winter,Holiday,Yes,31,12,2017
2016,19,35.2,43,0.9,2000,Summer,No Holiday,Yes,30,7,2018
846,21,4.2,31,1.1,1741,Autumn,No Holiday,Yes,28,11,2018
1943,16,27.7,32,1.4,2000,Autumn,No Holiday,Yes,9,8,2018
2034,18,12.1,46,1.4,799,Autumn,No Holiday,Yes,15,11,2018
990,9,6.0,59,1.0,719,Autumn,No Holiday,Yes,13,11,2018
459,8,-8.6,59,1.0,1948,Winter,No Holiday,Yes,2,1,2018
47,3,18.3,98,1.6,320,Spring,No Holiday,Yes,18,5,2018
558,8,-7.4,58,2.2,1882,Winter,No Holiday,Yes,2,2,2018
547,11,35.3,45,1.7,1829,Summer,No Holiday,Yes,8,2,2018
0,18,19.2,48,2.2,2000,Autumn,No Holiday,No,10,2,2018
359,10,8.4,65,1.8,229,Spring,No Holiday,Yes,25,3,2018
1119,14,24.3,58,2.9,1211,Spring,No Holiday,Yes,30,5,2018
107,2,-10.6,44,0.8,1903,Winter,No Holiday,Yes,14,12,2017
540,13,27.1,75,3.7,1972,Summer,No Holiday,Yes,29,8,2018
1358,14,20.2,24,1.5,2000,Autumn,No Holiday,Yes,10,8,2018
996,14,20.5,17,3.1,1512,Spring,No Holiday,Yes,19,4,2018
321,12,-2.3,25,0.0,1962,Winter,No Holiday,Yes,12,5,2017
45,2,-8.3,49,2.7,2000,Winter,No Holiday,Yes,2,12,2018
160,17,24.6,93,0.9,1451,Summer,No Holiday,Yes,29,8,2018
142,7,-17.5,38,3.4,2000,Winter,No Holiday,Yes,26,1,2018
982,9,11.9,35,1.1,1664,Spring,No Holiday,Yes,4,10,2018
963,12,14.2,45,0.9,1531,Autumn,No Holiday,Yes,14,11,2018
1328,12,26.4,47,1.7,2000,Summer,No Holiday,Yes,7,7,2018
944,12,30.1,64,1.2,2000,Summer,No Holiday,Yes,7,3,2018
166,0,-1.3,90,2.0,259,Winter,No Holiday,Yes,21,12,2017
1533,16,24.3,27,4.1,1892,Spring,No Holiday,Yes,25,5,2018
63,5,-4.0,35,1.8,2000,Winter,No Holiday,Yes,21,2,2018
227,0,-5.7,53,0.6,1262,Winter,No Holiday,Yes,15,12,2017
65,4,5.5,96,2.0,53,Spring,No Holiday,Yes,26,3,2018
533,13,37.9,38,2.3,1868,Summer,No Holiday,Yes,8,1,2018
1473,17,26.8,73,2.6,916,Summer,No Holiday,Yes,30,8,2018
160,5,12.1,47,1.6,2000,Spring,No Holiday,Yes,20,5,2018
1041,21,19.9,93,1.4,416,Spring,No Holiday,Yes,29,5,2018
323,20,5.9,67,1.3,779,Winter,Holiday,Yes,22,12,2017
1995,17,18.7,33,1.1,1164,Autumn,No Holiday,Yes,13,10,2018
1372,21,11.5,47,1.1,2000,Spring,No Holiday,Yes,24,4,2018
145,0,15.5,97,1.5,181,Spring,No Holiday,Yes,13,5,2018
1994,19,32.3,63,2.1,1037,Summer,No Holiday,Yes,26,7,2018
337,1,11.6,74,1.2,374,Spring,No Holiday,Yes,28,3,2018
32,4,-0.2,87,3.5,246,Winter,Holiday,Yes,31,12,2017
203,21,-0.9,44,1.2,1871,Winter,Holiday,Yes,1,1,2018
1712,14,19.3,27,1.3,1384,Autumn,No Holiday,Yes,13,10,2018
1947,20,33.9,46,1.4,2000,Summer,No Holiday,Yes,30,7,2018
1024,11,23.9,59,2.1,2000,Summer,No Holiday,Yes,7,6,2018
769,12,31.9,49,1.9,2000,Summer,No Holiday,Yes,23,8,2018
373,19,-6.6,31,1.6,2000,Winter,No Holiday,Yes,13,12,2017
84,6,-11.5,47,3.2,2000,Winter,No Holiday,Yes,23,1,2018
309,12,-2.5,43,0.7,895,Winter,No Holiday,Yes,15,12,2017
188,4,6.9,70,1.5,1314,Autumn,No Holiday,Yes,11,4,2018
0,0,17.1,52,1.4,2000,Autumn,No Holiday,No,28,9,2018
555,2,19.0,62,1.8,974,Spring,No Holiday,Yes,27,5,2018
1276,21,22.5,65,1.1,2000,Summer,No Holiday,Yes,26,8,2018
931,9,5.2,55,1.4,1752,Autumn,No Holiday,Yes,11,12,2018
295,15,3.7,40,5.3,1950,Winter,No Holiday,Yes,13,2,2018
594,6,26.7,89,0.6,615,Summer,No Holiday,Yes,13,8,2018
594,6,22.0,90,0.4,373,Summer,No Holiday,Yes,28,6,2018
671,12,34.5,50,1.4,1901,Summer,No Holiday,Yes,24,7,2018
1685,20,24.9,70,1.2,1377,Summer,No Holiday,Yes,30,8,2018
412,13,5.3,29,2.1,1007,Winter,No Holiday,Yes,24,2,2018
161,0,8.5,87,0.9,303,Spring,No Holiday,Yes,3,4,2018
2003,20,24.6,62,0.9,2000,Autumn,No Holiday,Yes,13,9,2018
303,23,3.9,90,1.3,194,Winter,No Holiday,Yes,12,3,2017
226,4,7.1,79,1.2,1567,Autumn,No Holiday,Yes,13,10,2018
336,23,8.0,82,1.3,196,Spring,No Holiday,Yes,25,3,2018
1166,10,21.8,46,0.9,1927,Summer,No Holiday,Yes,16,6,2018
896,23,9.7,56,0.7,2000,Autumn,No Holiday,Yes,17,10,2018
1464,20,12.7,75,2.0,433,Autumn,No Holiday,Yes,11,5,2018
0,7,12.1,71,1.6,876,Spring,No Holiday,No,5,10,2018
1220,12,25.9,39,1.2,1950,Autumn,No Holiday,Yes,9,9,2018
672,11,33.5,48,2.4,1968,Summer,No Holiday,Yes,16,8,2018
866,21,13.4,73,1.5,325,Spring,No Holiday,Yes,27,3,2018
323,12,3.9,28,0.9,1383,Winter,No Holiday,Yes,22,1,2018
160,10,-6.3,46,1.3,1346,Winter,No Holiday,Yes,2,8,2018
491,3,19.9,80,1.6,741,Summer,No Holiday,Yes,17,6,2018
563,1,17.5,78,0.6,277,Spring,No Holiday,Yes,15,5,2018
1678,16,30.5,41,1.4,1930,Autumn,No Holiday,Yes,9,1,2018
1471,16,31.3,32,3.2,1427,Summer,No Holiday,Yes,24,6,2018
943,23,15.8,30,1.1,2000,Spring,No Holiday,Yes,20,5,2018
61,7,2.6,89,4.3,320,Spring,Holiday,Yes,3,1,2018
47,5,-11.3,53,1.6,1979,Winter,No Holiday,Yes,30,1,2018
0,1,11.4,89,2.6,1376,Autumn,No Holiday,No,11,9,2018
715,13,10.4,38,2.4,1959,Spring,No Holiday,Yes,16,3,2018
841,0,20.6,54,2.6,1737,Spring,No Holiday,Yes,29,5,2018
315,15,5.0,24,1.0,1037,Winter,No Holiday,Yes,2,9,2018
1072,12,18.2,38,4.2,1189,Spring,No Holiday,Yes,31,3,2018
349,15,7.4,38,1.7,817,Winter,No Holiday,Yes,15,1,2018
0,3,18.7,76,0.5,1916,Autumn,No Holiday,No,18,9,2018
370,2,7.9,85,1.1,275,Autumn,No Holiday,Yes,11,11,2018
867,11,16.9,15,1.7,1994,Spring,No Holiday,Yes,13,4,2018
365,3,18.6,83,2.9,889,Summer,No Holiday,Yes,6,8,2018
169,22,-11.1,43,1.8,1960,Winter,No Holiday,Yes,2,6,2018
602,6,27.4,77,0.7,1113,Summer,No Holiday,Yes,26,7,2018
98,9,-6.5,26,2.4,1874,Winter,Holiday,Yes,17,2,2018
254,1,20.0,96,3.0,182,Summer,No Holiday,Yes,27,6,2018
1466,23,25.2,47,1.2,2000,Summer,No Holiday,Yes,17,8,2018
32,4,-12.0,36,2.7,1998,Winter,No Holiday,Yes,2,6,2018
437,18,-7.8,32,4.5,2000,Winter,No Holiday,Yes,1,10,2018
106,21,-7.3,34,3.5,2000,Winter,No Holiday,Yes,28,1,2018
2270,16,20.7,34,2.0,2000,Autumn,No Holiday,Yes,10,7,2018
1157,23,30.0,58,1.6,2000,Summer,No Holiday,Yes,23,7,2018
665,8,-5.3,51,1.0,1319,Winter,No Holiday,Yes,1,5,2018
1660,8,28.2,68,1.3,2000,Summer,No Holiday,Yes,16,8,2018
228,7,6.4,84,1.3,369,Autumn,No Holiday,Yes,11,11,2018
1240,23,20.9,53,1.8,2000,Autumn,No Holiday,Yes,9,11,2018
948,21,13.7,73,1.8,658,Spring,No Holiday,Yes,30,3,2018
637,15,10.3,43,2.5,2000,Spring,No Holiday,Yes,3,5,2018
972,16,8.3,37,3.8,1867,Spring,No Holiday,Yes,3,10,2018
0,3,11.8,78,0.3,1843,Autumn,No Holiday,No,10,2,2018
39,6,-2.6,38,1.0,2000,Winter,Holiday,Yes,15,2,2018
123,20,11.1,91,4.0,716,Spring,No Holiday,Yes,5,2,2018
1112,16,33.7,26,1.5,2000,Summer,No Holiday,Yes,17,8,2018
1630,22,18.3,54,1.7,1394,Spring,No Holiday,Yes,25,5,2018
366,23,4.0,56,1.0,1352,Winter,No Holiday,Yes,12,2,2017
1284,9,24.2,47,1.2,822,Summer,No Holiday,Yes,22,6,2018
763,16,37.0,38,1.2,2000,Summer,No Holiday,Yes,31,7,2018
64,6,-17.4,40,1.6,2000,Winter,No Holiday,Yes,26,1,2018
151,6,1.0,77,0.6,1259,Autumn,No Holiday,Yes,17,11,2018
189,10,-1.3,37,0.8,1070,Winter,No Holiday,Yes,21,1,2018
530,10,34.3,48,2.5,1822,Summer,No Holiday,Yes,8,3,2018
545,3,20.4,59,1.0,2000,Summer,No Holiday,Yes,7,7,2018
178,14,-2.2,23,3.7,1971,Winter,No Holiday,Yes,19,12,2017
396,16,11.7,82,1.1,753,Spring,No Holiday,Yes,3,4,2018
181,15,-2.6,31,2.7,1987,Winter,No Holiday,Yes,2,11,2018
47,4,-5.1,55,1.7,1266,Winter,No Holiday,Yes,1,5,2018
385,2,17.7,87,1.2,2000,Summer,No Holiday,Yes,6,12,2018
882,1,13.8,75,0.5,2000,Autumn,Holiday,Yes,10,3,2018
421,1,9.0,36,1.0,1994,Spring,No Holiday,Yes,17,4,2018
18,23,16.3,96,1.1,198,Spring,Holiday,Yes,22,5,2018
589,15,7.6,41,2.3,1953,Winter,No Holiday,Yes,12,2,2017
752,16,14.5,34,3.1,471,Spring,No Holiday,Yes,3,12,2018
651,7,0.6,97,1.3,66,Spring,No Holiday,Yes,4,9,2018
971,0,22.1,74,1.1,1962,Autumn,No Holiday,Yes,14,9,2018
667,10,18.0,44,1.3,1984,Autumn,Holiday,Yes,25,9,2018
128,6,0.8,68,0.6,673,Winter,No Holiday,Yes,29,12,2017
489,2,16.0,72,1.3,2000,Autumn,Holiday,Yes,23,9,2018
1069,16,11.3,41,3.6,2000,Autumn,No Holiday,Yes,29,10,2018
2043,19,25.8,62,3.3,2000,Summer,No Holiday,Yes,25,8,2018
117,22,-13.9,45,4.0,2000,Winter,No Holiday,Yes,23,1,2018
154,5,20.3,84,3.2,518,Summer,No Holiday,Yes,14,6,2018
2300,20,22.8,55,1.3,2000,Summer,No Holiday,Yes,6,10,2018
460,3,18.8,56,1.2,2000,Summer,No Holiday,Yes,7,8,2018
168,11,-6.4,49,4.5,1759,Winter,No Holiday,Yes,1,10,2018
12,10,8.6,95,2.5,578,Spring,No Holiday,Yes,23,4,2018
223,3,20.6,97,0.2,500,Autumn,No Holiday,Yes,9,4,2018
1896,8,26.6,70,1.3,1062,Summer,No Holiday,Yes,20,7,2018
650,8,1.2,68,0.6,411,Winter,No Holiday,Yes,16,1,2018
1497,16,28.1,43,3.4,845,Spring,No Holiday,Yes,28,5,2018
655,8,-3.4,71,0.8,1179,Winter,No Holiday,Yes,1,2,2018
699,11,7.5,29,1.3,1926,Autumn,No Holiday,Yes,20,11,2018
215,23,9.4,74,1.6,559,Spring,No Holiday,Yes,3,3,2018
631,20,11.1,51,3.7,1957,Spring,No Holiday,Yes,3,3,2018
8,17,3.8,90,2.7,654,Winter,No Holiday,Yes,28,2,2018
681,11,24.7,85,2.3,1438,Summer,No Holiday,Yes,21,8,2018
1309,13,22.9,30,2.0,2000,Autumn,Holiday,Yes,25,9,2018
1191,13,23.0,39,1.7,2000,Autumn,No Holiday,Yes,27,9,2018
0,21,22.1,61,1.5,2000,Autumn,No Holiday,No,18,9,2018
456,0,5.4,64,0.8,2000,Autumn,No Holiday,Yes,11,12,2018
517,2,26.3,84,0.3,1361,Summer,No Holiday,Yes,7,12,2018
395,8,6.3,81,0.8,365,Autumn,No Holiday,Yes,11,11,2018
2118,18,27.9,52,1.7,2000,Autumn,No Holiday,Yes,9,2,2018
108,22,-14.6,40,1.8,1746,Winter,No Holiday,Yes,26,1,2018
34,5,-2.8,83,0.6,946,Winter,No Holiday,Yes,31,1,2018
36,3,-4.4,37,1.7,1989,Winter,Holiday,Yes,16,2,2018
1074,15,19.4,24,3.9,2000,Spring,No Holiday,Yes,4,12,2018
522,19,2.5,21,2.2,2000,Winter,No Holiday,Yes,20,2,2018
1222,23,17.7,51,1.4,2000,Autumn,No Holiday,Yes,27,9,2018
1357,17,9.9,40,2.6,2000,Autumn,No Holiday,Yes,30,10,2018
684,2,26.4,72,0.2,1766,Summer,No Holiday,Yes,21,7,2018
999,7,8.8,33,1.2,2000,Spring,No Holiday,Yes,13,4,2018
572,2,22.8,50,1.4,2000,Summer,No Holiday,Yes,17,8,2018
239,17,-10.6,38,3.5,2000,Winter,No Holiday,Yes,23,1,2018
49,5,-4.3,91,1.5,233,Winter,No Holiday,Yes,21,12,2017
23,7,8.4,97,2.6,122,Spring,No Holiday,Yes,3,4,2018
1111,7,27.6,80,1.0,783,Summer,No Holiday,Yes,27,7,2018
464,21,9.6,66,1.7,1850,Spring,No Holiday,Yes,15,4,2018
123,4,10.4,61,0.6,2000,Autumn,No Holiday,Yes,10,8,2018
719,12,32.4,49,2.0,1844,Summer,No Holiday,Yes,16,7,2018
991,9,8.2,61,0.6,586,Autumn,No Holiday,Yes,16,11,2018
290,6,14.6,81,1.0,2000,Autumn,No Holiday,Yes,29,9,2018
1857,18,9.1,31,2.0,1932,Autumn,No Holiday,Yes,20,11,2018
70,6,-4.3,82,2.1,1178,Winter,No Holiday,Yes,12,2,2017
1478,11,24.5,51,1.5,1333,Summer,No Holiday,Yes,13,6,2018
1115,14,22.2,32,2.8,1124,Spring,No Holiday,Yes,27,4,2018
1987,18,9.4,51,3.4,2000,Autumn,No Holiday,Yes,29,10,2018
35,7,-6.8,32,1.6,2000,Winter,Holiday,Yes,17,2,2018
623,11,7.9,64,1.2,383,Autumn,No Holiday,Yes,27,11,2018
377,1,12.4,94,1.3,307,Spring,No Holiday,Yes,14,5,2018
366,15,4.2,15,2.7,1995,Winter,No Holiday,Yes,21,2,2018
742,23,19.5,89,1.7,304,Spring,No Holiday,Yes,29,5,2018
249,3,14.7,82,0.8,1822,Spring,No Holiday,Yes,5,7,2018
1257,22,12.3,73,0.9,1392,Autumn,No Holiday,Yes,23,10,2018
310,5,29.3,55,1.6,2000,Summer,No Holiday,Yes,23,7,2018
322,3,28.3,84,0.5,1006,Summer,No Holiday,Yes,8,8,2018
745,1,30.1,54,0.8,2000,Summer,No Holiday,Yes,23,8,2018
47,4,-6.4,46,0.8,1993,Winter,No Holiday,Yes,13,1,2018
230,12,-5.5,21,2.1,1941,Winter,No Holiday,Yes,27,12,2017
2557,19,25.0,52,2.2,2000,Summer,No Holiday,Yes,7,6,2018
2000,13,22.7,52,1.0,1399,Spring,Holiday,Yes,22,5,2018
78,2,21.8,97,1.3,175,Spring,No Holiday,Yes,17,5,2018
568,8,30.2,61,1.8,1562,Summer,No Holiday,Yes,8,4,2018
94,7,19.4,97,0.9,272,Summer,No Holiday,Yes,14,6,2018
58,3,4.4,70,1.7,928,Winter,No Holiday,Yes,15,1,2018
382,23,6.9,44,3.3,2000,Spring,No Holiday,Yes,19,3,2018
284,21,-3.5,53,0.9,1353,Winter,No Holiday,Yes,1,5,2018
2155,22,20.4,54,1.4,2000,Summer,No Holiday,Yes,15,6,2018
368,15,2.7,31,0.9,1603,Winter,No Holiday,Yes,1,7,2018
275,23,-3.5,43,0.9,2000,Winter,No Holiday,Yes,12,8,2017
325,13,-1.6,27,0.0,1955,Winter,No Holiday,Yes,12,5,2017
582,10,1.3,27,0.9,1856,Autumn,No Holiday,Yes,23,11,2018
363,2,28.0,57,1.2,2000,Summer,No Holiday,Yes,30,7,2018
357,22,1.0,69,0.7,525,Winter,No Holiday,Yes,19,2,2018
0,13,19.1,53,1.4,2000,Autumn,No Holiday,No,28,9,2018
1055,11,16.8,38,1.5,1326,Autumn,No Holiday,Yes,21,10,2018
1934,22,27.2,69,1.7,2000,Summer,No Holiday,Yes,16,7,2018
193,4,17.7,52,1.5,2000,Autumn,No Holiday,Yes,9,11,2018
55,7,-3.0,40,0.9,2000,Winter,Holiday,Yes,15,2,2018
1550,15,29.3,43,1.5,1958,Autumn,No Holiday,Yes,9,2,2018
1478,19,34.5,47,2.8,1762,Summer,No Holiday,Yes,22,7,2018
109,5,24.6,87,3.6,1966,Summer,No Holiday,Yes,29,8,2018
652,1,23.7,77,1.1,1099,Summer,No Holiday,Yes,31,8,2018
302,14,1.7,20,4.4,1995,Winter,No Holiday,Yes,1,2,2018
9,11,4.6,95,0.8,156,Winter,Holiday,Yes,24,12,2017
785,12,10.3,38,1.2,1130,Autumn,No Holiday,Yes,19,11,2018
917,11,15.0,52,1.4,2000,Autumn,No Holiday,Yes,18,10,2018
604,15,17.6,33,3.6,985,Spring,No Holiday,Yes,26,3,2018
24,21,12.0,86,2.3,681,Spring,No Holiday,Yes,22,4,2018
1177,15,30.5,34,2.8,1590,Summer,No Holiday,Yes,18,6,2018
420,19,2.6,85,1.2,797,Autumn,No Holiday,Yes,24,11,2018
1474,14,25.7,67,1.2,2000,Autumn,No Holiday,Yes,15,9,2018
123,1,-1.1,38,2.8,1999,Winter,Holiday,Yes,15,2,2018
243,1,5.5,42,3.1,2000,Spring,No Holiday,Yes,20,3,2018
886,1,23.0,82,2.1,1922,Summer,No Holiday,Yes,25,8,2018
306,14,7.1,52,2.1,646,Winter,No Holiday,Yes,15,1,2018
22,21,23.7,98,0.6,410,Summer,No Holiday,Yes,29,8,2018
374,1,8.9,40,2.1,2000,Spring,No Holiday,Yes,4,12,2018
1035,13,25.3,48,1.8,1935,Summer,No Holiday,Yes,15,6,2018
893,10,21.6,68,1.6,980,Spring,No Holiday,Yes,29,5,2018
691,1,19.6,56,1.2,2000,Autumn,No Holiday,Yes,9,12,2018
0,2,16.0,56,1.5,2000,Autumn,No Holiday,No,28,9,2018
1458,23,22.0,55,1.7,2000,Summer,No Holiday,Yes,7,6,2018
1115,22,8.3,61,0.2,1809,Autumn,No Holiday,Yes,11,1,2018
0,7,14.5,62,1.5,2000,Autumn,No Holiday,No,28,9,2018
249,4,19.1,82,1.5,471,Summer,No Holiday,Yes,20,6,2018
902,16,34.5,37,1.9,2000,Summer,No Holiday,Yes,16,8,2018
200,22,-6.8,50,1.7,1856,Winter,No Holiday,Yes,2,7,2018
853,9,10.0,56,1.0,1761,Autumn,No Holiday,Yes,13,10,2018
892,11,12.1,49,0.8,1827,Autumn,No Holiday,Yes,14,11,2018
799,19,8.9,44,2.3,2000,Spring,No Holiday,Yes,3,7,2018
843,13,10.3,31,2.1,885,Spring,No Holiday,Yes,3,11,2018
144,6,16.5,73,1.2,2000,Autumn,Holiday,Yes,23,9,2018
117,14,1.9,89,1.5,102,Spring,No Holiday,Yes,21,3,2018
352,14,23.4,81,0.6,1921,Spring,No Holiday,Yes,17,5,2018
2915,18,27.5,47,2.5,1113,Spring,No Holiday,Yes,15,5,2018
995,20,7.6,76,3.9,603,Autumn,No Holiday,Yes,16,11,2018
674,14,11.4,30,3.1,1672,Spring,No Holiday,Yes,22,3,2018
1932,22,23.0,74,2.4,473,Summer,No Holiday,Yes,23,6,2018
253,5,18.1,57,1.4,2000,Summer,No Holiday,Yes,7,8,2018
338,4,21.2,88,0.9,1183,Autumn,No Holiday,Yes,9,1,2018
1325,16,31.3,52,1.2,2000,Summer,No Holiday,Yes,7,3,2018
583,11,34.1,40,1.5,1947,Summer,No Holiday,Yes,31,7,2018
906,11,29.2,66,1.4,1953,Summer,No Holiday,Yes,7,3,2018
261,10,-5.3,44,2.8,1516,Winter,No Holiday,Yes,12,8,2017
295,5,27.2,86,0.8,657,Summer,No Holiday,Yes,27,7,2018
1588,22,14.8,59,1.0,1740,Spring,No Holiday,Yes,23,5,2018
227,22,-2.4,63,1.3,1523,Winter,No Holiday,Yes,2,2,2018
889,9,4.6,60,0.8,967,Autumn,No Holiday,Yes,19,11,2018
2059,8,20.5,90,1.9,490,Autumn,No Holiday,Yes,9,4,2018
1099,22,10.8,33,0.9,2000,Spring,No Holiday,Yes,16,4,2018
89,4,-0.7,65,0.6,1226,Winter,No Holiday,Yes,20,1,2018
854,18,3.5,22,0.9,1961,Spring,No Holiday,Yes,3,2,2018
1747,12,24.5,56,2.3,1094,Summer,No Holiday,Yes,13,6,2018
1723,19,11.3,50,1.1,2000,Autumn,No Holiday,Yes,10,10,2018
105,5,11.5,70,0.5,2000,Autumn,Holiday,Yes,25,9,2018
2268,15,23.9,37,1.6,2000,Spring,No Holiday,Yes,19,5,2018
915,11,27.3,45,2.4,846,Summer,No Holiday,Yes,18,6,2018
193,15,-5.3,33,4.8,2000,Winter,No Holiday,Yes,1,10,2018
959,8,20.7,65,1.5,1004,Summer,No Holiday,Yes,13,6,2018
475,18,-4.4,46,3.5,2000,Winter,No Holiday,Yes,2,12,2018
284,13,-2.0,32,1.0,1864,Winter,No Holiday,Yes,1,4,2018
52,5,-5.1,48,3.2,1821,Winter,No Holiday,Yes,1,9,2018
778,0,13.7,51,1.3,1651,Spring,No Holiday,Yes,24,5,2018
878,14,21.1,42,4.3,2000,Spring,No Holiday,Yes,14,3,2018
81,3,-9.1,37,1.0,2000,Winter,No Holiday,Yes,27,12,2017
54,5,18.8,97,0.9,1927,Spring,No Holiday,Yes,17,5,2018
1251,7,7.3,85,1.4,1039,Autumn,No Holiday,Yes,25,10,2018
1358,12,22.5,37,1.8,2000,Autumn,No Holiday,Yes,26,9,2018
303,13,3.0,32,1.6,1518,Winter,No Holiday,Yes,1,8,2018
719,9,6.9,83,2.2,1666,Spring,No Holiday,Yes,4,6,2018
310,7,-11.7,53,1.6,1998,Winter,No Holiday,Yes,13,12,2017
158,20,-3.9,78,1.1,596,Winter,No Holiday,Yes,13,1,2018
0,17,16.7,45,2.2,772,Autumn,No Holiday,No,11,3,2018
932,19,8.3,48,3.0,779,Spring,No Holiday,Yes,23,3,2018
20,5,9.5,76,0.8,1962,Spring,No Holiday,Yes,14,4,2018
777,20,3.1,42,2.4,2000,Autumn,No Holiday,Yes,22,11,2018
679,1,11.2,78,1.1,467,Autumn,No Holiday,Yes,11,10,2018
1225,18,33.4,49,1.6,1971,Summer,No Holiday,Yes,8,12,2018
810,23,22.3,87,1.1,1810,Autumn,No Holiday,Yes,14,9,2018
180,5,10.2,73,0.8,1137,Spring,No Holiday,Yes,26,4,2018
154,5,3.3,72,0.0,1946,Autumn,No Holiday,Yes,11,1,2018
110,5,8.0,63,0.8,439,Spring,No Holiday,Yes,27,3,2018
554,8,-6.0,64,3.2,1384,Winter,No Holiday,Yes,1,9,2018
0,11,21.3,41,1.9,1963,Autumn,No Holiday,No,10,4,2018
1175,15,18.3,21,2.7,2000,Autumn,No Holiday,Yes,17,10,2018
299,8,18.0,91,1.3,896,Autumn,No Holiday,Yes,20,9,2018
449,12,1.7,23,1.4,2000,Winter,No Holiday,Yes,1,12,2017
296,13,5.8,47,0.8,382,Winter,No Holiday,Yes,16,1,2018
1824,20,15.4,63,2.1,2000,Autumn,No Holiday,Yes,10,1,2018
62,15,13.1,54,4.1,1264,Spring,No Holiday,Yes,15,4,2018
1407,12,17.7,33,2.2,1556,Autumn,No Holiday,Yes,20,10,2018
216,2,2.2,80,1.4,615,Spring,No Holiday,Yes,23,3,2018
55,5,0.8,39,1.0,1463,Spring,No Holiday,Yes,3,3,2018
427,9,16.6,98,0.6,301,Spring,No Holiday,Yes,18,5,2018
